Request id,Pickup point,Status,Request timestamp.3
4148,City,Cancelled,2016 04:57:22
411,City,Cancelled,2016 08:37:00
3727,Airport,Cancelled,2016 20:05:22
4847,City,Cancelled,2016 17:37:48
216,City,Cancelled,2016 06:13:00
1898,City,Cancelled,2016 10:27:00
2077,City,Cancelled,2016 15:40:00
2486,Airport,Cancelled,2016 20:50:00
2809,City,Cancelled,2016 05:05:12
2900,City,Cancelled,2016 06:01:55
3022,City,Cancelled,2016 07:34:14
3211,City,Cancelled,2016 09:48:34
4356,City,Cancelled,2016 07:23:36
6208,City,Cancelled,2016 17:27:11
6571,City,Cancelled,2016 21:16:46
237,City,Cancelled,2016 06:29:00
4328,City,Cancelled,2016 07:07:46
4757,Airport,Cancelled,2016 15:30:06
323,City,Cancelled,2016 07:36:00
421,City,Cancelled,2016 08:43:00
1458,City,Cancelled,2016 04:52:00
3920,City,Cancelled,2016 22:16:51
4401,City,Cancelled,2016 08:03:39
1034,Airport,Cancelled,2016 19:27:00
1543,City,Cancelled,2016 06:02:00
2909,City,Cancelled,2016 06:10:59
3015,City,Cancelled,2016 07:34:01
4165,City,Cancelled,2016 05:07:32
5410,City,Cancelled,2016 01:45:43
328,City,Cancelled,2016 07:33:00
580,City,Cancelled,2016 10:59:00
4357,City,Cancelled,2016 07:31:35
4560,City,Cancelled,2016 09:48:36
5647,City,Cancelled,2016 06:51:10
5704,City,Cancelled,2016 07:33:52
2855,City,Cancelled,2016 05:35:47
5565,City,Cancelled,2016 05:45:17
235,City,Cancelled,2016 06:22:00
2109,Airport,Cancelled,2016 16:20:00
4230,City,Cancelled,2016 05:50:10
111,City,Cancelled,2016 05:06:00
168,City,Cancelled,2016 05:37:00
187,City,Cancelled,2016 05:57:00
1492,City,Cancelled,2016 05:30:00
2992,City,Cancelled,2016 07:11:45
3433,Airport,Cancelled,2016 16:01:28
5536,City,Cancelled,2016 05:31:14
474,City,Cancelled,2016 09:24:00
1722,City,Cancelled,2016 08:17:00
2978,City,Cancelled,2016 06:54:58
2983,City,Cancelled,2016 07:08:36
3866,Airport,Cancelled,2016 21:40:55
4491,City,Cancelled,2016 08:56:21
4603,Airport,Cancelled,2016 10:22:45
1325,City,Cancelled,2016 23:06:00
3450,Airport,Cancelled,2016 16:49:15
4329,City,Cancelled,2016 07:08:40
1723,City,Cancelled,2016 08:18:00
3261,Airport,Cancelled,2016 10:20:35
3309,City,Cancelled,2016 11:59:21
3666,City,Cancelled,2016 19:25:29
6129,Airport,Cancelled,2016 15:36:17
1513,City,Cancelled,2016 05:44:00
2011,City,Cancelled,2016 13:30:00
2931,City,Cancelled,2016 06:31:03
6397,City,Cancelled,2016 19:29:17
176,City,Cancelled,2016 05:42:00
3180,City,Cancelled,2016 09:23:48
3238,City,Cancelled,2016 10:04:18
4360,City,Cancelled,2016 07:30:30
6717,City,Cancelled,2016 23:12:21
386,City,Cancelled,2016 08:29:00
528,City,Cancelled,2016 09:50:00
2556,Airport,Cancelled,2016 21:24:00
3286,City,Cancelled,2016 11:10:46
5805,City,Cancelled,2016 08:36:49
5911,City,Cancelled,2016 09:53:55
245,City,Cancelled,2016 06:33:00
1532,City,Cancelled,2016 05:54:00
3161,City,Cancelled,2016 09:05:57
3523,Airport,Cancelled,2016 17:47:46
4278,City,Cancelled,2016 06:26:10
5835,City,Cancelled,2016 08:53:49
99,City,Cancelled,2016 05:00:00
162,City,Cancelled,2016 05:34:00
307,City,Cancelled,2016 07:20:00
1767,City,Cancelled,2016 08:46:00
5502,City,Cancelled,2016 05:03:26
5644,City,Cancelled,2016 06:50:34
5736,City,Cancelled,2016 07:50:43
3808,Airport,Cancelled,2016 20:58:40
5831,City,Cancelled,2016 08:56:04
5980,City,Cancelled,2016 11:39:58
353,City,Cancelled,2016 07:55:00
397,City,Cancelled,2016 08:23:00
1843,City,Cancelled,2016 09:39:00
2019,City,Cancelled,2016 13:46:00
1732,City,Cancelled,2016 08:19:00
1984,City,Cancelled,2016 12:30:00
5886,City,Cancelled,2016 09:33:07
6098,Airport,Cancelled,2016 14:40:08
2048,Airport,Cancelled,2016 14:40:00
2844,Airport,Cancelled,2016 05:28:12
1426,City,Cancelled,2016 04:24:00
2969,City,Cancelled,2016 06:52:10
5584,City,Cancelled,2016 05:53:54
1704,City,Cancelled,2016 07:59:00
3399,City,Cancelled,2016 15:05:30
4298,City,Cancelled,2016 06:40:29
4019,City,Cancelled,2016 00:00:24
3197,City,Cancelled,2016 09:44:52
4166,City,Cancelled,2016 05:10:41
4238,City,Cancelled,2016 05:54:41
5894,City,Cancelled,2016 09:46:14
6647,City,Cancelled,2016 22:02:02
210,City,Cancelled,2016 06:12:00
403,City,Cancelled,2016 08:35:00
568,Airport,Cancelled,2016 10:23:00
856,City,Cancelled,2016 17:47:00
1757,City,Cancelled,2016 08:38:00
2842,City,Cancelled,2016 05:17:08
3147,City,Cancelled,2016 08:55:48
4497,City,Cancelled,2016 08:59:45
4770,City,Cancelled,2016 15:52:41
5493,City,Cancelled,2016 05:01:35
5540,City,Cancelled,2016 05:27:47
2003,Airport,Cancelled,2016 13:19:00
4179,City,Cancelled,2016 05:27:26
4561,City,Cancelled,2016 09:43:37
5806,Airport,Cancelled,2016 08:46:33
1881,City,Cancelled,2016 10:04:00
3235,City,Cancelled,2016 10:01:02
5604,City,Cancelled,2016 06:08:30
1557,City,Cancelled,2016 06:17:00
1661,City,Cancelled,2016 07:30:00
2022,City,Cancelled,2016 13:45:00
3188,City,Cancelled,2016 09:34:22
5655,City,Cancelled,2016 06:59:47
5903,City,Cancelled,2016 09:58:03
6209,Airport,Cancelled,2016 17:32:54
536,City,Cancelled,2016 09:59:00
1134,Airport,Cancelled,2016 20:33:00
1604,City,Cancelled,2016 06:37:00
1653,City,Cancelled,2016 07:27:00
1695,City,Cancelled,2016 07:57:00
2750,City,Cancelled,2016 03:24:24
2884,City,Cancelled,2016 05:54:44
3191,City,Cancelled,2016 09:32:18
3193,City,Cancelled,2016 09:33:21
3524,City,Cancelled,2016 17:51:15
4294,City,Cancelled,2016 06:40:54
4484,City,Cancelled,2016 08:55:30
324,City,Cancelled,2016 07:40:00
3351,Airport,Cancelled,2016 13:20:21
4195,City,Cancelled,2016 05:28:28
5685,City,Cancelled,2016 07:17:02
2889,City,Cancelled,2016 05:55:36
4301,City,Cancelled,2016 06:46:41
1294,City,Cancelled,2016 22:26:00
5935,City,Cancelled,2016 10:13:46
428,City,Cancelled,2016 08:48:00
450,City,Cancelled,2016 09:11:00
4510,City,Cancelled,2016 09:07:46
432,City,Cancelled,2016 08:52:00
2491,Airport,Cancelled,2016 20:55:00
5569,City,Cancelled,2016 05:41:45
5671,City,Cancelled,2016 07:05:11
6374,City,Cancelled,2016 19:10:02
4464,City,Cancelled,2016 08:42:46
5609,City,Cancelled,2016 06:15:40
5848,City,Cancelled,2016 09:04:50
543,City,Cancelled,2016 10:03:00
2828,City,Cancelled,2016 05:20:11
2993,City,Cancelled,2016 07:05:55
3018,Airport,Cancelled,2016 07:27:44
4155,City,Cancelled,2016 05:06:35
2552,City,Cancelled,2016 21:23:00
3430,Airport,Cancelled,2016 16:01:54
4167,City,Cancelled,2016 05:13:45
5508,City,Cancelled,2016 05:04:48
5729,City,Cancelled,2016 07:49:27
202,City,Cancelled,2016 06:09:00
341,City,Cancelled,2016 07:46:00
3049,City,Cancelled,2016 07:43:49
6323,Airport,Cancelled,2016 18:39:39
6462,City,Cancelled,2016 20:11:36
3242,City,Cancelled,2016 10:08:10
4499,City,Cancelled,2016 09:01:54
3182,City,Cancelled,2016 09:24:57
4173,City,Cancelled,2016 05:08:03
4189,City,Cancelled,2016 05:25:55
6390,Airport,Cancelled,2016 19:19:26
1231,City,Cancelled,2016 21:34:00
1589,City,Cancelled,2016 06:35:00
1815,City,Cancelled,2016 09:20:00
5678,City,Cancelled,2016 07:09:12
239,City,Cancelled,2016 06:25:00
551,City,Cancelled,2016 10:10:00
2097,Airport,Cancelled,2016 16:03:00
2613,Airport,Cancelled,2016 22:06:00
5497,City,Cancelled,2016 05:00:30
5668,City,Cancelled,2016 07:06:58
482,City,Cancelled,2016 09:25:00
544,City,Cancelled,2016 10:07:00
1227,Airport,Cancelled,2016 21:32:00
1489,City,Cancelled,2016 05:21:00
2588,Airport,Cancelled,2016 21:45:00
3152,City,Cancelled,2016 08:57:47
5853,City,Cancelled,2016 09:10:12
2933,City,Cancelled,2016 06:26:18
5543,City,Cancelled,2016 05:30:53
1356,City,Cancelled,2016 23:42:00
1403,City,Cancelled,2016 02:39:00
2459,Airport,Cancelled,2016 20:30:00
3023,City,Cancelled,2016 07:27:40
4444,City,Cancelled,2016 08:28:21
1733,City,Cancelled,2016 08:23:00
1937,Airport,Cancelled,2016 11:26:00
5614,City,Cancelled,2016 06:14:39
5718,City,Cancelled,2016 07:39:12
334,City,Cancelled,2016 07:40:00
1107,City,Cancelled,2016 20:14:00
3033,City,Cancelled,2016 07:35:16
3099,City,Cancelled,2016 08:22:13
4302,City,Cancelled,2016 06:48:59
4829,City,Cancelled,2016 17:25:49
5854,Airport,Cancelled,2016 09:09:32
427,City,Cancelled,2016 08:48:00
852,Airport,Cancelled,2016 17:48:00
1931,City,Cancelled,2016 11:13:00
3292,Airport,Cancelled,2016 11:18:55
5154,Airport,Cancelled,2016 20:19:26
5627,City,Cancelled,2016 06:34:09
5751,City,Cancelled,2016 08:03:01
308,City,Cancelled,2016 07:22:00
2890,City,Cancelled,2016 05:55:20
4245,City,Cancelled,2016 05:58:24
4423,City,Cancelled,2016 08:18:46
212,City,Cancelled,2016 06:09:00
3034,City,Cancelled,2016 07:39:44
6669,City,Cancelled,2016 22:12:00
252,City,Cancelled,2016 06:36:00
391,City,Cancelled,2016 08:24:00
412,City,Cancelled,2016 08:37:00
5709,City,Cancelled,2016 07:44:55
6300,Airport,Cancelled,2016 18:20:30
381,City,Cancelled,2016 08:16:00
3030,City,Cancelled,2016 07:32:06
3671,Airport,Cancelled,2016 19:28:05
4186,City,Cancelled,2016 05:24:34
4281,City,Cancelled,2016 06:23:20
1864,City,Cancelled,2016 09:54:00
2073,City,Cancelled,2016 15:27:00
3113,City,Cancelled,2016 08:36:12
4885,City,Cancelled,2016 17:56:19
326,City,Cancelled,2016 07:33:00
1401,City,Cancelled,2016 02:42:00
2792,City,Cancelled,2016 04:58:06
149,City,Cancelled,2016 05:29:00
368,City,Cancelled,2016 08:06:00
1927,City,Cancelled,2016 11:08:00
2068,Airport,Cancelled,2016 15:13:00
2396,Airport,Cancelled,2016 19:52:00
4890,City,Cancelled,2016 17:55:51
2117,City,Cancelled,2016 16:33:00
2780,City,Cancelled,2016 04:43:32
4863,Airport,Cancelled,2016 17:40:14
5782,City,Cancelled,2016 08:35:31
188,City,Cancelled,2016 05:54:00
1699,City,Cancelled,2016 08:02:00
3043,City,Cancelled,2016 07:42:32
3818,Airport,Cancelled,2016 21:06:59
4187,City,Cancelled,2016 05:27:38
4381,City,Cancelled,2016 07:45:41
4530,City,Cancelled,2016 09:33:37
4774,Airport,Cancelled,2016 15:59:04
5423,City,Cancelled,2016 02:11:10
4011,City,Cancelled,2016 23:45:26
4556,City,Cancelled,2016 09:40:49
354,City,Cancelled,2016 07:59:00
1618,City,Cancelled,2016 06:52:00
3019,City,Cancelled,2016 07:25:48
5469,City,Cancelled,2016 04:42:55
5731,City,Cancelled,2016 07:47:32
5839,City,Cancelled,2016 08:57:28
1660,City,Cancelled,2016 07:26:00
3146,City,Cancelled,2016 08:56:49
174,Airport,Cancelled,2016 05:44:00
321,City,Cancelled,2016 07:30:00
2973,City,Cancelled,2016 06:57:56
5691,City,Cancelled,2016 07:26:32
5748,City,Cancelled,2016 07:57:58
404,City,Cancelled,2016 08:39:00
2474,Airport,Cancelled,2016 20:35:00
4374,City,Cancelled,2016 07:35:39
4461,City,Cancelled,2016 08:36:56
4731,City,Cancelled,2016 14:09:23
5798,City,Cancelled,2016 08:40:38
3849,City,Cancelled,2016 21:36:47
5763,City,Cancelled,2016 08:20:33
5815,City,Cancelled,2016 08:47:14
5826,City,Cancelled,2016 08:50:52
3782,City,Cancelled,2016 20:45:49
4630,City,Cancelled,2016 11:17:20
437,City,Cancelled,2016 08:59:00
122,City,Cancelled,2016 05:14:00
4487,City,Cancelled,2016 08:53:59
5551,City,Cancelled,2016 05:30:17
2927,City,Cancelled,2016 06:19:51
3176,City,Cancelled,2016 09:10:16
3253,City,Cancelled,2016 10:19:32
6759,City,Cancelled,2016 23:59:29
848,Airport,Cancelled,2016 17:44:00
1674,City,Cancelled,2016 07:47:00
3159,City,Cancelled,2016 09:11:22
3208,City,Cancelled,2016 09:45:21
2803,City,Cancelled,2016 04:58:21
3232,Airport,Cancelled,2016 10:02:13
4271,City,Cancelled,2016 06:13:47
5591,City,Cancelled,2016 05:58:18
549,City,Cancelled,2016 10:04:00
1776,Airport,Cancelled,2016 09:02:00
2910,City,Cancelled,2016 06:12:30
492,City,Cancelled,2016 09:32:00
963,Airport,Cancelled,2016 18:44:00
1505,City,Cancelled,2016 05:39:00
2923,City,Cancelled,2016 06:23:23
4396,City,Cancelled,2016 07:55:58
5639,City,Cancelled,2016 06:44:03
6348,Airport,Cancelled,2016 18:50:59
253,City,Cancelled,2016 06:43:00
379,City,Cancelled,2016 08:18:00
463,City,Cancelled,2016 09:12:00
1848,City,Cancelled,2016 09:41:00
2897,City,Cancelled,2016 06:00:28
6398,Airport,Cancelled,2016 19:23:51
229,City,Cancelled,2016 06:23:00
1683,City,Cancelled,2016 07:57:00
1728,City,Cancelled,2016 08:20:00
1777,City,Cancelled,2016 08:58:00
1868,City,Cancelled,2016 09:59:00
2801,City,Cancelled,2016 04:57:03
2920,City,Cancelled,2016 06:22:21
5849,City,Cancelled,2016 09:09:40
1738,City,Cancelled,2016 08:26:00
3107,City,Cancelled,2016 08:28:37
3359,Airport,Cancelled,2016 13:29:42
4021,City,Cancelled,2016 23:56:13
4163,Airport,Cancelled,2016 05:08:28
4314,City,Cancelled,2016 06:51:11
5116,City,Cancelled,2016 20:08:14
1114,Airport,Cancelled,2016 20:19:00
5221,Airport,Cancelled,2016 21:01:34
5643,City,Cancelled,2016 06:50:14
1742,City,Cancelled,2016 08:30:00
1979,Airport,Cancelled,2016 12:25:00
2860,City,Cancelled,2016 05:41:43
3206,City,Cancelled,2016 09:41:26
5475,City,Cancelled,2016 04:49:57
5710,City,Cancelled,2016 07:38:39
1555,Airport,Cancelled,2016 06:10:00
2672,City,Cancelled,2016 23:41:00
3697,Airport,Cancelled,2016 19:49:17
4928,Airport,Cancelled,2016 18:16:03
5663,City,Cancelled,2016 07:02:11
164,City,Cancelled,2016 05:40:00
2985,City,Cancelled,2016 07:05:11
3248,City,Cancelled,2016 10:17:21
3794,City,Cancelled,2016 20:54:30
4834,Airport,Cancelled,2016 17:29:15
5517,City,Cancelled,2016 05:11:09
466,City,Cancelled,2016 09:14:00
1678,City,Cancelled,2016 07:39:00
1801,City,Cancelled,2016 09:18:00
1819,City,Cancelled,2016 09:25:00
3020,City,Cancelled,2016 07:30:26
3169,Airport,Cancelled,2016 09:13:18
3495,Airport,Cancelled,2016 17:32:32
4365,City,Cancelled,2016 07:28:41
4562,City,Cancelled,2016 09:48:08
1697,City,Cancelled,2016 07:59:00
1853,City,Cancelled,2016 09:51:00
2848,City,Cancelled,2016 05:36:09
4327,City,Cancelled,2016 07:07:05
4345,City,Cancelled,2016 07:22:16
4802,City,Cancelled,2016 17:07:02
1955,Airport,Cancelled,2016 11:47:00
3840,Airport,Cancelled,2016 21:33:48
4183,City,Cancelled,2016 05:20:42
4465,City,Cancelled,2016 08:39:54
1795,City,Cancelled,2016 09:03:00
2049,Airport,Cancelled,2016 14:45:00
2811,City,Cancelled,2016 05:05:37
3171,Airport,Cancelled,2016 09:17:54
4557,City,Cancelled,2016 09:42:41
5538,City,Cancelled,2016 05:28:23
556,City,Cancelled,2016 10:11:00
1854,City,Cancelled,2016 09:47:00
1897,City,Cancelled,2016 10:23:00
2537,City,Cancelled,2016 21:13:00
3053,City,Cancelled,2016 07:44:50
3050,City,Cancelled,2016 07:48:06
3110,City,Cancelled,2016 08:34:25
5524,City,Cancelled,2016 05:13:29
5714,City,Cancelled,2016 07:33:51
5783,City,Cancelled,2016 08:30:14
1982,City,Cancelled,2016 12:20:00
5251,Airport,Cancelled,2016 21:17:51
85,City,Cancelled,2016 04:47:00
459,City,Cancelled,2016 09:17:00
1507,City,Cancelled,2016 05:44:00
4231,City,Cancelled,2016 05:56:33
4427,City,Cancelled,2016 08:22:53
5640,City,Cancelled,2016 06:42:26
317,City,Cancelled,2016 07:29:00
5581,City,Cancelled,2016 05:53:49
6288,City,Cancelled,2016 18:17:50
1267,City,Cancelled,2016 22:01:00
2026,Airport,Cancelled,2016 14:00:00
2150,City,Cancelled,2016 17:16:00
2389,City,Cancelled,2016 19:52:00
954,Airport,Cancelled,2016 18:35:00
2795,City,Cancelled,2016 04:55:29
4184,City,Cancelled,2016 05:19:07
4563,City,Cancelled,2016 09:46:31
774,Airport,Cancelled,2016 16:28:00
2777,City,Cancelled,2016 04:43:35
2891,City,Cancelled,2016 05:52:52
6377,City,Cancelled,2016 19:14:38
1561,City,Cancelled,2016 06:14:00
1888,City,Cancelled,2016 10:12:00
4192,City,Cancelled,2016 05:25:52
4455,City,Cancelled,2016 08:33:35
4527,City,Cancelled,2016 09:27:26
4575,City,Cancelled,2016 09:54:33
1116,Airport,Cancelled,2016 20:25:00
3061,City,Cancelled,2016 07:53:01
4431,City,Cancelled,2016 08:23:45
227,Airport,Cancelled,2016 06:20:00
1434,City,Cancelled,2016 04:43:00
3040,City,Cancelled,2016 07:41:31
4366,City,Cancelled,2016 07:29:14
4594,City,Cancelled,2016 10:07:14
358,City,Cancelled,2016 08:00:00
865,Airport,Cancelled,2016 17:58:00
4822,Airport,Cancelled,2016 17:20:42
5290,Airport,Cancelled,2016 21:50:06
1202,Airport,Cancelled,2016 21:20:00
2840,City,Cancelled,2016 05:26:10
5642,City,Cancelled,2016 06:51:43
5788,City,Cancelled,2016 08:32:01
5792,City,Cancelled,2016 08:38:12
1172,Airport,Cancelled,2016 20:49:00
5860,City,Cancelled,2016 09:13:49
1245,Airport,Cancelled,2016 21:41:00
1544,City,Cancelled,2016 06:04:00
4287,City,Cancelled,2016 06:33:14
4308,City,Cancelled,2016 06:48:59
5577,City,Cancelled,2016 05:55:28
5760,City,Cancelled,2016 08:14:30
5855,City,Cancelled,2016 09:06:46
76,City,Cancelled,2016 04:45:00
366,City,Cancelled,2016 08:04:00
371,City,Cancelled,2016 08:07:00
3564,Airport,Cancelled,2016 18:18:27
181,City,Cancelled,2016 05:46:00
1503,City,Cancelled,2016 05:39:00
1863,City,Cancelled,2016 09:55:00
175,City,Cancelled,2016 05:45:00
1749,City,Cancelled,2016 08:33:00
2781,City,Cancelled,2016 04:42:20
319,City,Cancelled,2016 07:33:00
439,City,Cancelled,2016 08:55:00
4201,City,Cancelled,2016 05:32:02
736,City,Cancelled,2016 15:27:00
929,Airport,Cancelled,2016 18:24:00
1793,City,Cancelled,2016 09:13:00
5926,City,Cancelled,2016 10:05:36
345,City,Cancelled,2016 07:52:00
1051,Airport,Cancelled,2016 19:44:00
3213,City,Cancelled,2016 09:44:32
3841,Airport,Cancelled,2016 21:33:23
4168,City,Cancelled,2016 05:05:31
4657,Airport,Cancelled,2016 12:00:32
5272,City,Cancelled,2016 21:30:10
5765,City,Cancelled,2016 08:18:13
261,City,Cancelled,2016 06:42:00
525,City,Cancelled,2016 09:52:00
1500,City,Cancelled,2016 05:32:00
1640,City,Cancelled,2016 07:18:00
2885,City,Cancelled,2016 05:54:55
4386,City,Cancelled,2016 07:48:25
1190,Airport,Cancelled,2016 21:13:00
1549,City,Cancelled,2016 06:02:00
2834,City,Cancelled,2016 05:22:30
2862,City,Cancelled,2016 05:41:33
3054,City,Cancelled,2016 07:48:31
3405,Airport,Cancelled,2016 15:13:47
4153,City,Cancelled,2016 04:59:16
5424,City,Cancelled,2016 02:13:08
6561,Airport,Cancelled,2016 21:08:41
1623,City,Cancelled,2016 06:58:00
2061,City,Cancelled,2016 15:05:00
3183,City,Cancelled,2016 09:20:52
240,City,Cancelled,2016 06:29:00
1011,Airport,Cancelled,2016 19:08:00
1755,City,Cancelled,2016 08:40:00
1893,City,Cancelled,2016 10:17:00
177,City,Cancelled,2016 05:48:00
1162,Airport,Cancelled,2016 20:43:00
1456,City,Cancelled,2016 04:56:00
1472,City,Cancelled,2016 05:08:00
3024,City,Cancelled,2016 07:32:06
903,City,Cancelled,2016 18:14:00
1969,Airport,Cancelled,2016 12:07:00
3457,Airport,Cancelled,2016 17:00:06
4567,City,Cancelled,2016 09:46:31
4696,Airport,Cancelled,2016 13:05:58
4695,City,Cancelled,2016 13:10:50
77,City,Cancelled,2016 04:46:00
3118,City,Cancelled,2016 08:38:14
3329,Airport,Cancelled,2016 12:24:55
4403,City,Cancelled,2016 08:01:10
4406,City,Cancelled,2016 08:02:38
1828,City,Cancelled,2016 09:33:00
3084,City,Cancelled,2016 08:12:16
3890,Airport,Cancelled,2016 22:01:58
4410,City,Cancelled,2016 08:06:48
127,City,Cancelled,2016 05:10:00
3355,Airport,Cancelled,2016 13:26:29
86,City,Cancelled,2016 04:51:00
550,City,Cancelled,2016 10:04:00
2275,City,Cancelled,2016 18:34:00
4399,City,Cancelled,2016 08:02:44
5598,City,Cancelled,2016 06:13:51
293,City,Cancelled,2016 07:07:00
355,City,Cancelled,2016 07:54:00
683,Airport,Cancelled,2016 13:40:00
1490,City,Cancelled,2016 05:21:00
1796,City,Cancelled,2016 09:06:00
4529,City,Cancelled,2016 09:30:05
4536,City,Cancelled,2016 09:39:29
433,City,Cancelled,2016 08:57:00
1607,City,Cancelled,2016 06:41:00
3189,City,Cancelled,2016 09:32:49
4128,City,Cancelled,2016 04:42:38
4197,City,Cancelled,2016 05:27:13
4524,City,Cancelled,2016 09:26:12
5871,City,Cancelled,2016 09:23:40
5912,City,Cancelled,2016 10:00:48
2466,Airport,Cancelled,2016 20:34:00
2886,City,Cancelled,2016 06:01:35
5225,City,Cancelled,2016 21:06:59
6505,City,Cancelled,2016 20:35:06
2785,City,Cancelled,2016 04:50:41
2806,City,Cancelled,2016 05:00:10
4459,City,Cancelled,2016 08:37:33
5653,City,Cancelled,2016 06:58:27
1650,City,Cancelled,2016 07:14:00
3745,Airport,Cancelled,2016 20:27:16
4796,Airport,Cancelled,2016 16:54:50
2119,City,Cancelled,2016 16:41:00
3013,City,Cancelled,2016 07:31:04
3126,City,Cancelled,2016 08:43:17
4235,City,Cancelled,2016 05:51:55
105,City,Cancelled,2016 04:58:00
1747,City,Cancelled,2016 08:27:00
4134,City,Cancelled,2016 04:45:23
217,City,Cancelled,2016 06:12:00
4478,City,Cancelled,2016 08:44:58
5248,City,Cancelled,2016 21:18:23
6032,Airport,Cancelled,2016 13:00:41
4206,City,Cancelled,2016 05:34:56
4387,City,Cancelled,2016 07:54:18
113,City,Cancelled,2016 05:09:00
1558,City,Cancelled,2016 06:13:00
2180,Airport,Cancelled,2016 17:42:00
3661,Airport,Cancelled,2016 19:28:43
378,City,Cancelled,2016 08:08:00
790,Airport,Cancelled,2016 16:56:00
1700,City,Cancelled,2016 07:58:00
3788,Airport,Cancelled,2016 20:50:21
480,City,Cancelled,2016 09:26:00
1632,City,Cancelled,2016 07:06:00
3101,City,Cancelled,2016 08:28:00
5706,City,Cancelled,2016 07:38:04
5772,City,Cancelled,2016 08:22:59
129,City,Cancelled,2016 05:10:00
3119,City,Cancelled,2016 08:35:33
3228,City,Cancelled,2016 09:58:28
1569,City,Cancelled,2016 06:21:00
1820,City,Cancelled,2016 09:24:00
1840,City,Cancelled,2016 09:37:00
4323,City,Cancelled,2016 07:00:12
4346,City,Cancelled,2016 07:21:06
5785,City,Cancelled,2016 08:32:49
6400,City,Cancelled,2016 19:18:51
224,City,Cancelled,2016 06:17:00
5913,City,Cancelled,2016 09:58:51
1833,City,Cancelled,2016 09:34:00
2902,City,Cancelled,2016 05:59:39
4239,City,Cancelled,2016 05:56:04
265,City,Cancelled,2016 06:47:00
833,Airport,Cancelled,2016 17:37:00
3249,City,Cancelled,2016 10:13:59
4226,City,Cancelled,2016 05:46:51
5867,City,Cancelled,2016 09:19:33
684,City,Cancelled,2016 13:32:00
718,City,Cancelled,2016 14:51:00
4145,City,Cancelled,2016 04:56:49
5489,City,Cancelled,2016 04:52:39
5651,City,Cancelled,2016 07:00:08
290,City,Cancelled,2016 07:13:00
1030,Airport,Cancelled,2016 19:14:00
3062,City,Cancelled,2016 07:50:36
5635,City,Cancelled,2016 06:43:04
5828,City,Cancelled,2016 09:00:06
2823,City,Cancelled,2016 05:15:44
4558,City,Cancelled,2016 09:51:06
5494,City,Cancelled,2016 04:56:11
5501,City,Cancelled,2016 05:07:36
526,City,Cancelled,2016 09:46:00
1887,City,Cancelled,2016 10:08:00
2944,City,Cancelled,2016 06:33:43
4413,City,Cancelled,2016 08:07:44
4420,City,Cancelled,2016 08:13:50
5486,City,Cancelled,2016 04:51:17
6010,City,Cancelled,2016 12:25:21
277,City,Cancelled,2016 06:59:00
2148,City,Cancelled,2016 17:22:00
2802,City,Cancelled,2016 04:51:42
4445,City,Cancelled,2016 08:36:44
546,City,Cancelled,2016 10:04:00
1115,Airport,Cancelled,2016 20:23:00
3177,City,Cancelled,2016 09:13:12
5587,City,Cancelled,2016 05:58:50
5628,City,Cancelled,2016 06:34:40
6173,City,Cancelled,2016 16:45:26
383,City,Cancelled,2016 08:21:00
749,Airport,Cancelled,2016 15:48:00
5733,City,Cancelled,2016 07:51:13
18,City,Cancelled,2016 01:16:00
2125,Airport,Cancelled,2016 16:52:00
5522,City,Cancelled,2016 05:21:37
5895,City,Cancelled,2016 09:49:21
192,City,Cancelled,2016 05:56:00
1469,City,Cancelled,2016 05:05:00
1486,City,Cancelled,2016 05:20:00
2971,City,Cancelled,2016 06:53:00
4331,City,Cancelled,2016 07:10:46
1739,City,Cancelled,2016 08:30:00
5679,City,Cancelled,2016 07:09:12
5750,City,Cancelled,2016 08:03:18
5856,City,Cancelled,2016 09:08:43
6033,Airport,Cancelled,2016 12:55:58
119,City,Cancelled,2016 05:10:00
641,City,Cancelled,2016 12:31:00
3144,City,Cancelled,2016 08:55:43
3404,Airport,Cancelled,2016 15:18:33
4185,City,Cancelled,2016 05:16:42
5918,City,Cancelled,2016 10:01:19
98,City,Cancelled,2016 04:58:00
1541,City,Cancelled,2016 06:04:00
2872,City,Cancelled,2016 05:41:43
3498,City,Cancelled,2016 17:36:54
5646,City,Cancelled,2016 06:52:54
5656,City,Cancelled,2016 06:54:05
130,City,Cancelled,2016 05:12:00
268,City,Cancelled,2016 06:52:00
644,Airport,Cancelled,2016 12:29:00
1572,City,Cancelled,2016 06:22:00
1619,City,Cancelled,2016 06:53:00
1668,City,Cancelled,2016 07:35:00
1707,City,Cancelled,2016 08:10:00
2113,Airport,Cancelled,2016 16:29:00
4581,City,Cancelled,2016 10:04:38
5626,City,Cancelled,2016 06:33:43
4255,City,Cancelled,2016 06:08:00
5794,City,Cancelled,2016 08:38:36
6103,Airport,Cancelled,2016 14:52:59
302,City,Cancelled,2016 07:17:00
1137,City,Cancelled,2016 20:32:00
4304,City,Cancelled,2016 06:50:42
1702,City,Cancelled,2016 08:02:00
1762,City,Cancelled,2016 08:50:00
2373,Airport,Cancelled,2016 19:36:00
3005,City,Cancelled,2016 07:15:35
3131,City,Cancelled,2016 08:40:50
3883,Airport,Cancelled,2016 21:56:05
6131,Airport,Cancelled,2016 15:38:23
6302,Airport,Cancelled,2016 18:29:19
6538,Airport,Cancelled,2016 20:54:55
244,City,Cancelled,2016 06:31:00
